FlightID,DepartureAirport,Path,Arrival Airport,Weather,Visibility (V),Turbulence Intensity (knots)  (TI),Wind Shear (m/s)  (WS),Air Traffic Density  (ATD),Precipitation(P),Pilot Experience(PE),Weather Forecast  Accuracy (%)  (FA),Maintenance History & Health Metrics  (MH),Safety Score
FL1407,BOM,c,CCU,Clear Skies,10,10,2,0.06,0,29,89,4,92
FL1408,BLR,b,IXC,Smoke,5,5,5,0.2,0,30,89,4,79
FL1409,JAI,b,BLR,Smoke,6,24,17,0.08,0,13,82,4,71
FL1410,BLR,c,IXC,Smoke,8,4,1,0.12,0,14,65,4,87
FL1411,BLR,a,IXC,Clear Skies,14,7,0,0.04,0,11,58,4,92
FL1412,BLR,b,IXC,Clear Skies,9,5,5,0.04,0,27,80,3,88
FL1413,JAI,c,BLR,Rain,9,4,2,0.16,3,13,95,3,80
FL1414,JAI,b,BLR,Smoke,3,10,3,0.04,0,21,96,4,87
FL1415,BLR,c,IXC,Rain,9,8,6,0.11,5,29,61,4,74
FL1416,JAI,a,BLR,Smoke,6,2,2,0.21,0,14,61,4,74
FL1417,DEL,a,HYD,Clear Skies,11,12,4,0.12,0,30,53,4,83
FL1418,AMD,b,COK,Clear Skies,8,6,5,0.03,0,2,68,4,82
FL1419,BOM,b,CCU,Clear Skies,17,7,5,0.18,0,25,95,3,89
FL1420,DEL,a,HYD,Fog,5,10,2,0.23,0,3,66,4,70
FL1421,BLR,a,IXC,Smoke,4,12,7,0.07,0,23,52,3,69
FL1422,BLR,b,IXC,Rain,10,2,1,0.1,4,15,76,4,87
FL1423,JAI,c,BLR,Fog,7,7,4,0.2,0,4,82,4,74
FL1424,JAI,c,BLR,Rain,6,16,25,0.22,5,30,86,4,56
FL1425,BOM,b,CCU,Clear Skies,8,9,2,0.06,0,27,98,3,88
FL1426,AMD,a,COK,Fog,8,10,5,0.13,0,9,70,4,80
FL1427,BLR,c,IXC,Fog,7,5,7,0.17,0,13,89,4,77
FL1428,DEL,c,HYD,Fog,2,0,0,0.09,0,11,59,4,81
FL1429,MAA,b,PNQ,Smoke,8,1,0,0.14,0,29,61,4,88
FL1430,JAI,a,BLR,Clear Skies,17,6,6,0.23,0,5,68,4,75
FL1431,AMD,b,COK,Smoke,8,10,6,0.07,0,26,94,4,87
FL1432,BLR,a,IXC,Smoke,8,9,3,0.08,0,24,80,4,89
FL1433,BOM,a,CCU,Clear Skies,12,2,0,0.14,0,19,77,4,93
FL1434,BLR,c,IXC,Rain,5,10,4,0.07,5,17,66,4,80
FL1435,MAA,c,PNQ,Smoke,2,27,19,0.19,0,8,87,4,62
FL1436,MAA,a,PNQ,Clear Skies,14,15,13,0.16,0,10,91,4,83
FL1437,MAA,c,PNQ,Clear Skies,10,8,6,0.04,0,24,70,4,90
FL1438,BLR,c,IXC,Smoke,5,7,0,0.2,0,9,69,4,77
FL1439,BLR,a,IXC,Smoke,6,19,21,0.17,0,11,82,3,60
FL1440,MAA,c,PNQ,Fog,4,22,14,0.23,0,11,82,4,65
FL1441,BOM,c,CCU,Smoke,5,3,2,0.04,0,11,86,3,82
FL1442,MAA,a,PNQ,Fog,5,6,0,0.24,0,13,89,4,80
FL1443,AMD,a,COK,Fog,8,1,0,0.23,0,21,76,4,86
FL1444,MAA,c,PNQ,Fog,2,10,0,0.07,0,9,78,3,77
FL1445,DEL,b,HYD,Clear Skies,9,8,7,0.13,0,5,93,4,79
FL1446,AMD,c,COK,Clear Skies,16,11,3,0.02,0,28,82,4,92
FL1447,MAA,b,PNQ,Rain,10,11,6,0.1,5,8,68,4,71
FL1448,JAI,b,BLR,Smoke,8,22,24,0.12,0,4,84,3,55
FL1449,DEL,c,HYD,Clear Skies,15,8,0,0.12,0,9,72,4,87
FL1450,MAA,b,PNQ,Clear Skies,16,5,2,0.15,0,11,67,4,86
FL1451,BLR,a,IXC,Smoke,6,5,4,0.23,0,29,97,4,81
FL1452,AMD,c,COK,Smoke,6,12,3,0.24,0,16,69,4,77
FL1453,BLR,b,IXC,Clear Skies,16,6,3,0.18,0,18,84,4,89
FL1454,JAI,b,BLR,Rain,11,29,22,0.06,6,13,67,4,63
FL1455,MAA,a,PNQ,Smoke,3,10,4,0.19,0,18,95,3,80
FL1456,BOM,b,CCU,Smoke,7,20,25,0.13,0,23,78,4,66
FL1457,BOM,c,CCU,Rain,11,16,11,0.01,4,11,60,3,74
FL1458,AMD,c,COK,Smoke,6,8,3,0.19,0,10,85,4,80
FL1459,JAI,a,BLR,Smoke,3,3,1,0.14,0,11,78,4,81
FL1460,DEL,b,HYD,Fog,2,17,14,0.22,0,18,86,4,70
FL1461,JAI,b,BLR,Fog,6,6,7,0.08,0,26,77,4,82
FL1462,BOM,c,CCU,Smoke,2,5,7,0.16,0,9,91,3,70
FL1463,JAI,a,BLR,Fog,8,29,18,0.25,0,28,88,4,70
FL1464,BOM,a,CCU,Smoke,7,7,7,0.25,0,20,65,3,72
FL1465,JAI,c,BLR,Fog,8,23,21,0.15,0,2,54,4,53
FL1466,AMD,c,COK,Rain,4,8,5,0.04,5,5,93,4,75
FL1467,MAA,c,PNQ,Fog,2,18,12,0.08,0,17,84,3,74
FL1468,JAI,c,BLR,Clear Skies,17,24,20,0.12,0,18,79,4,77
FL1469,MAA,a,PNQ,Clear Skies,13,6,4,0.09,0,25,89,3,89
FL1470,AMD,a,COK,Fog,4,12,7,0.21,0,11,71,3,64
FL1471,BOM,a,CCU,Fog,8,12,8,0.15,0,21,64,4,78
FL1472,MAA,b,PNQ,Smoke,2,1,2,0.09,0,21,95,4,85
FL1473,MAA,b,PNQ,Fog,8,6,1,0.17,0,19,78,4,90
FL1474,BLR,a,IXC,Rain,9,18,14,0.03,3,4,86,3,70
FL1475,DEL,c,HYD,Smoke,7,3,2,0.1,0,18,98,3,85
FL1476,BOM,b,CCU,Clear Skies,9,18,23,0.03,0,26,85,4,74
FL1477,BOM,a,CCU,Rain,7,5,5,0.02,1,23,94,4,87
FL1478,DEL,a,HYD,Rain,8,7,1,0.16,1,22,78,4,87
FL1479,BLR,c,IXC,Rain,9,12,5,0.14,4,10,66,4,75
FL1480,BLR,b,IXC,Fog,4,8,6,0.05,0,18,71,4,81
FL1481,DEL,c,HYD,Smoke,8,5,1,0.13,0,2,94,4,83
FL1482,BOM,a,CCU,Smoke,6,12,5,0.12,0,19,88,1,72
FL1483,BLR,b,IXC,Smoke,7,7,3,0.2,0,5,81,3,74
FL1484,BOM,a,CCU,Rain,8,8,7,0.2,2,18,88,4,75
FL1485,DEL,a,HYD,Clear Skies,18,21,13,0.18,0,23,68,4,81
FL1486,DEL,b,HYD,Clear Skies,13,8,7,0.11,0,14,61,3,77
FL1487,BLR,c,IXC,Clear Skies,10,2,1,0.18,0,9,53,4,83
FL1488,AMD,a,COK,Fog,3,9,3,0.14,0,28,77,4,80
FL1489,DEL,c,HYD,Clear Skies,9,10,6,0.13,0,20,85,4,83
FL1490,JAI,a,BLR,Smoke,3,6,6,0.25,0,27,57,4,70
FL1491,MAA,a,PNQ,Clear Skies,13,12,3,0.24,0,22,87,3,80
FL1492,AMD,a,COK,Clear Skies,13,4,1,0.07,0,23,66,4,95
FL1493,JAI,a,BLR,Clear Skies,11,12,5,0.17,0,4,98,4,80
FL1494,DEL,a,HYD,Clear Skies,11,21,10,0.03,0,2,91,4,79
FL1495,BOM,c,CCU,Clear Skies,11,2,2,0.2,0,3,89,4,76
FL1496,JAI,a,BLR,Fog,2,1,0,0.12,0,10,80,3,78
FL1497,JAI,c,BLR,Fog,4,22,13,0.12,0,7,87,4,66
FL1498,JAI,b,BLR,Clear Skies,11,24,22,0.06,0,25,82,3,69
FL1499,JAI,a,BLR,Smoke,6,5,1,0.18,0,25,92,4,89
FL1500,BLR,c,IXC,Fog,6,5,4,0.12,0,4,77,4,74
FL1501,BOM,c,CCU,Smoke,4,8,2,0.02,0,3,80,4,76
FL1502,BLR,b,IXC,Rain,7,8,4,0.02,6,8,82,3,73
FL1503,DEL,c,HYD,Fog,2,12,3,0.21,0,4,95,4,67
FL1504,BOM,a,CCU,Smoke,8,3,0,0.23,0,5,66,4,80
FL1505,BLR,a,IXC,Fog,7,4,1,0.06,0,22,92,4,92
FL1506,BOM,b,CCU,Fog,7,21,10,0.15,0,4,66,4,66
FL1507,JAI,b,BLR,Fog,6,6,0,0.23,0,12,80,4,80
FL1508,MAA,b,PNQ,Clear Skies,18,5,4,0.06,0,18,62,3,86
FL1509,AMD,a,COK,Rain,9,6,6,0.05,3,28,87,4,84
FL1510,JAI,c,BLR,Rain,10,9,6,0.09,6,7,88,4,76
FL1511,AMD,a,COK,Fog,3,7,1,0.16,0,18,60,3,79
FL1512,JAI,a,BLR,Rain,6,26,24,0.03,4,15,53,3,55
FL1513,BLR,a,IXC,Fog,8,5,7,0.02,0,17,52,4,83
FL1514,AMD,c,COK,Clear Skies,12,10,2,0.16,0,4,78,4,80
FL1515,AMD,a,COK,Fog,6,8,1,0.14,0,14,93,4,86
FL1516,AMD,a,COK,Fog,4,1,2,0.1,0,7,62,3,71
FL1517,AMD,b,COK,Clear Skies,17,7,4,0.15,0,24,98,4,92
FL1518,BLR,a,IXC,Rain,8,0,0,0.1,3,25,74,4,89
FL1519,MAA,b,PNQ,Smoke,8,11,3,0.23,0,14,57,3,71
FL1520,BLR,b,IXC,Fog,2,9,6,0.18,0,26,86,4,77
FL1521,DEL,b,HYD,Rain,7,8,4,0.01,6,12,53,4,74
FL1522,BLR,a,IXC,Rain,10,13,15,0.16,5,12,66,4,71
FL1523,MAA,b,PNQ,Rain,8,8,3,0.04,3,10,91,4,87
FL1524,DEL,c,HYD,Rain,4,21,11,0.22,5,14,97,4,61
FL1525,JAI,c,BLR,Smoke,3,10,5,0.11,0,8,90,4,77
FL1526,DEL,a,HYD,Clear Skies,13,4,1,0.16,0,25,94,4,95
FL1527,DEL,b,HYD,Clear Skies,15,7,6,0.18,0,20,97,4,88
FL1528,MAA,c,PNQ,Clear Skies,15,6,2,0.1,0,27,74,4,89
FL1529,AMD,b,COK,Rain,11,4,1,0.06,6,13,72,3,83
FL1530,JAI,b,BLR,Fog,8,11,5,0.02,0,4,52,4,75
FL1531,MAA,c,PNQ,Smoke,8,7,1,0.19,0,26,97,4,92
FL1532,BOM,b,CCU,Smoke,2,5,2,0.06,0,4,72,4,74
FL1533,MAA,c,PNQ,Fog,5,12,5,0.07,0,2,70,4,74
FL1534,AMD,b,COK,Rain,8,10,0,0.24,5,29,61,4,77
FL1535,BLR,b,IXC,Fog,8,6,4,0.24,0,19,73,4,82
FL1536,DEL,b,HYD,Clear Skies,16,6,0,0.16,0,7,82,3,84
FL1537,DEL,a,HYD,Fog,7,10,6,0.02,0,22,77,4,84
FL1538,BLR,c,IXC,Rain,7,7,3,0.16,7,24,56,3,69
FL1539,AMD,a,COK,Clear Skies,17,5,3,0.21,0,20,62,4,83
FL1540,BOM,a,CCU,Smoke,5,12,6,0.2,0,24,76,4,73
FL1541,BLR,b,IXC,Rain,7,6,5,0.15,1,22,54,4,76
FL1542,AMD,a,COK,Fog,2,0,0,0.06,0,19,91,4,89
FL1543,MAA,b,PNQ,Clear Skies,13,19,9,0.13,0,24,72,4,83
FL1544,BOM,b,CCU,Clear Skies,13,4,2,0.05,0,4,81,4,83
FL1545,AMD,b,COK,Rain,7,12,5,0.25,5,21,80,4,71
FL1546,DEL,b,HYD,Rain,9,11,3,0.15,2,11,95,3,77
FL1547,JAI,c,BLR,Smoke,2,21,14,0.13,0,10,66,4,69
FL1548,JAI,c,BLR,Clear Skies,9,8,3,0.11,0,5,80,3,77
FL1549,BOM,c,CCU,Fog,3,6,3,0.15,0,25,65,4,80
FL1550,BOM,b,CCU,Clear Skies,10,11,6,0.21,0,2,80,4,70
FL1551,AMD,c,COK,Clear Skies,14,9,5,0.23,0,29,81,4,85
FL1552,JAI,a,BLR,Fog,8,30,21,0.11,0,23,88,4,67
FL1553,MAA,a,PNQ,Clear Skies,9,10,7,0.15,0,23,67,3,80
FL1554,DEL,b,HYD,Smoke,6,10,7,0.2,0,10,85,4,77
FL1555,BLR,c,IXC,Smoke,3,2,2,0.12,0,28,94,4,83
FL1556,MAA,b,PNQ,Fog,8,9,3,0.14,0,14,56,3,78
FL1557,DEL,c,HYD,Smoke,2,2,0,0.05,0,4,94,4,80
FL1558,AMD,b,COK,Rain,10,9,4,0.02,7,7,99,4,81
FL1559,JAI,c,BLR,Clear Skies,9,7,5,0.15,0,17,67,4,86
FL1560,JAI,a,BLR,Rain,8,6,3,0.14,7,18,73,4,77
FL1561,BOM,b,CCU,Fog,7,4,0,0.12,0,30,56,4,85
FL1562,JAI,a,BLR,Fog,5,10,1,0.11,0,2,60,4,76
FL1563,AMD,c,COK,Fog,8,5,4,0.22,0,17,75,4,82
FL1564,BLR,b,IXC,Rain,5,6,4,0.02,2,19,83,4,85
FL1565,MAA,c,PNQ,Clear Skies,15,9,6,0.11,0,27,87,4,86
FL1566,JAI,c,BLR,Clear Skies,17,11,5,0.13,0,20,94,4,89
FL1567,BOM,a,CCU,Fog,8,3,2,0.11,0,14,77,3,80
FL1568,AMD,c,COK,Smoke,8,6,7,0.04,0,11,94,3,83
FL1569,AMD,a,COK,Fog,7,10,1,0.11,0,6,85,4,81
FL1570,BLR,a,IXC,Smoke,4,12,5,0.23,0,29,80,4,74
FL1571,DEL,a,HYD,Clear Skies,18,18,14,0.05,0,30,92,3,85
FL1572,MAA,c,PNQ,Fog,4,3,2,0.07,0,15,68,4,83
FL1573,DEL,a,HYD,Clear Skies,18,11,6,0.11,0,21,78,4,83
FL1574,BOM,b,CCU,Rain,4,9,3,0.17,1,23,82,4,77
FL1575,BOM,a,CCU,Fog,3,9,1,0.2,0,4,79,4,71
FL1576,AMD,c,COK,Smoke,3,3,2,0.1,0,24,77,4,83
FL1577,BLR,a,IXC,Smoke,6,6,2,0.04,0,2,52,4,74
FL1578,MAA,c,PNQ,Rain,10,29,25,0.2,3,21,92,4,69
FL1579,MAA,b,PNQ,Rain,10,1,0,0.04,4,21,70,4,92
FL1580,AMD,a,COK,Fog,3,4,2,0.23,0,13,81,1,64
FL1581,AMD,c,COK,Fog,2,9,1,0.23,0,13,70,3,74
FL1582,MAA,c,PNQ,Rain,4,6,1,0.22,5,6,89,4,68
FL1583,MAA,a,PNQ,Rain,9,17,22,0.2,5,14,92,4,58
FL1584,AMD,c,COK,Clear Skies,13,12,4,0.23,0,27,58,4,80
FL1585,BOM,c,CCU,Smoke,6,9,5,0.16,0,20,67,4,83
FL1586,DEL,b,HYD,Fog,7,3,2,0.06,0,29,64,3,80
FL1587,AMD,c,COK,Fog,2,1,1,0.22,0,7,55,4,69
FL1588,BLR,a,IXC,Clear Skies,10,8,5,0.07,0,25,88,4,92
FL1589,MAA,b,PNQ,Smoke,4,8,3,0.25,0,26,82,4,76
FL1590,JAI,b,BLR,Rain,7,20,24,0.04,6,23,69,3,62
FL1591,MAA,b,PNQ,Clear Skies,10,5,0,0.13,0,17,87,4,93
FL1592,BLR,c,IXC,Rain,9,18,10,0.03,1,24,77,4,82
FL1593,MAA,b,PNQ,Rain,7,10,7,0.14,1,2,71,4,68
FL1594,MAA,c,PNQ,Rain,8,8,3,0.03,2,3,86,4,79
FL1595,DEL,a,HYD,Smoke,7,8,6,0.1,0,4,89,4,73
FL1596,JAI,a,BLR,Rain,5,12,3,0.11,2,6,54,4,68
FL1597,DEL,c,HYD,Smoke,8,21,14,0.02,0,5,97,4,79
FL1598,BLR,a,IXC,Clear Skies,14,26,23,0.07,0,22,88,4,72
FL1599,AMD,c,COK,Smoke,2,3,0,0.23,0,24,85,4,80
FL1600,BOM,a,CCU,Rain,7,6,7,0.14,6,4,87,3,62
FL1601,MAA,c,PNQ,Clear Skies,9,11,5,0.14,0,22,85,1,75
FL1602,BOM,a,CCU,Smoke,6,11,7,0.08,0,15,94,3,79
FL1603,DEL,a,HYD,Clear Skies,14,13,11,0.03,0,21,70,3,85
FL1604,BLR,b,IXC,Smoke,3,6,6,0.17,0,19,56,4,74
FL1605,DEL,a,HYD,Rain,11,12,4,0.05,7,14,81,3,77
FL1606,AMD,c,COK,Rain,11,9,2,0.25,6,8,93,4,75
FL1607,DEL,b,HYD,Clear Skies,13,8,4,0.02,0,23,71,3,91
FL1608,AMD,b,COK,Fog,5,21,9,0.16,0,10,85,4,72
FL1609,JAI,b,BLR,Fog,6,10,2,0.13,0,10,90,4,83
FL1610,BLR,c,IXC,Clear Skies,10,0,1,0.1,0,15,77,4,95
FL1611,BOM,c,CCU,Clear Skies,14,2,1,0.16,0,17,86,4,93
FL1612,JAI,c,BLR,Clear Skies,17,17,9,0.09,0,4,96,1,70
FL1613,BOM,a,CCU,Smoke,8,8,4,0.01,0,7,74,4,85
FL1614,JAI,a,BLR,Fog,8,12,7,0.05,0,10,95,4,84
FL1615,DEL,c,HYD,Clear Skies,15,8,5,0.18,0,15,63,4,87
FL1616,BOM,a,CCU,Fog,2,5,5,0.13,0,24,55,4,76
FL1617,MAA,c,PNQ,Clear Skies,9,1,0,0.23,0,28,70,3,83
FL1618,JAI,c,BLR,Clear Skies,18,11,5,0.12,0,9,72,4,81
FL1619,BLR,c,IXC,Rain,6,11,7,0.06,3,22,64,4,74
FL1620,JAI,a,BLR,Rain,10,7,3,0.24,3,6,55,4,71
FL1621,BOM,b,CCU,Rain,6,4,0,0.1,1,27,55,1,71
FL1622,BLR,a,IXC,Fog,6,8,7,0.1,0,19,94,3,79
FL1623,AMD,a,COK,Fog,7,26,19,0.04,0,13,93,3,72
FL1624,MAA,c,PNQ,Fog,4,18,19,0.16,0,22,87,4,71
FL1625,AMD,c,COK,Fog,6,9,5,0.14,0,22,72,4,83
FL1626,BLR,a,IXC,Rain,10,10,2,0.04,4,7,65,3,79
FL1627,JAI,a,BLR,Smoke,4,3,0,0.24,0,7,73,4,74
FL1628,DEL,a,HYD,Clear Skies,8,10,3,0.14,0,4,52,3,70
FL1629,DEL,a,HYD,Clear Skies,8,27,24,0.14,0,13,97,4,66
FL1630,MAA,a,PNQ,Clear Skies,18,23,22,0.05,0,2,73,4,63
FL1631,DEL,a,HYD,Fog,4,12,7,0.17,0,22,67,4,74
FL1632,AMD,c,COK,Clear Skies,13,4,0,0.06,0,13,94,4,95
FL1633,BOM,b,CCU,Smoke,8,12,4,0.09,0,7,83,4,80
FL1634,BLR,b,IXC,Fog,3,9,1,0.16,0,5,94,4,80
FL1635,DEL,b,HYD,Rain,8,7,1,0.04,6,2,65,4,80
FL1636,DEL,b,HYD,Clear Skies,18,11,7,0.17,0,3,60,4,72
FL1637,AMD,b,COK,Clear Skies,9,10,2,0.24,0,8,86,3,73
FL1638,MAA,a,PNQ,Fog,4,6,6,0.12,0,5,98,1,64
FL1639,DEL,b,HYD,Fog,7,26,20,0.04,0,10,82,4,73
FL1640,BLR,a,IXC,Smoke,2,6,4,0.03,0,3,79,4,76
FL1641,JAI,b,BLR,Fog,6,7,6,0.25,0,25,85,3,72
FL1642,BOM,a,CCU,Fog,3,10,7,0.13,0,5,90,4,73
FL1643,JAI,c,BLR,Fog,5,9,3,0.02,0,12,95,3,84
FL1644,JAI,b,BLR,Clear Skies,16,21,13,0.14,0,11,71,4,78
FL1645,AMD,c,COK,Fog,3,9,5,0.06,0,16,76,4,83
FL1646,DEL,b,HYD,Fog,7,17,9,0.08,0,28,85,3,77
FL1647,AMD,b,COK,Smoke,8,24,21,0.11,0,28,87,3,64
FL1648,AMD,c,COK,Fog,6,6,6,0.05,0,13,80,3,78
FL1649,MAA,b,PNQ,Fog,2,2,0,0.25,0,8,58,3,68
FL1650,MAA,b,PNQ,Clear Skies,16,8,3,0.08,0,16,62,4,89
FL1651,DEL,c,HYD,Smoke,2,11,6,0.07,0,18,90,3,76
FL1652,BOM,c,CCU,Fog,6,14,10,0.07,0,10,75,4,77
FL1653,AMD,c,COK,Smoke,6,5,3,0.18,0,18,69,4,83
FL1654,JAI,a,BLR,Rain,9,6,0,0.05,2,20,99,4,94
FL1655,AMD,b,COK,Smoke,3,7,6,0.19,0,13,84,4,74
FL1656,AMD,a,COK,Fog,2,6,4,0.21,0,26,93,4,78
FL1657,BOM,b,CCU,Rain,8,12,3,0.18,5,5,57,4,70
FL1658,JAI,b,BLR,Rain,10,25,24,0.2,5,22,69,4,64
FL1659,BLR,c,IXC,Fog,5,22,13,0.15,0,21,79,4,75
FL1660,BOM,c,CCU,Smoke,4,0,0,0.13,0,9,70,3,75
FL1661,BOM,b,CCU,Smoke,2,11,4,0.02,0,17,95,4,85
FL1662,MAA,a,PNQ,Fog,8,12,4,0.18,0,30,70,4,84
FL1663,DEL,b,HYD,Rain,9,8,7,0.12,5,19,72,4,77
FL1664,MAA,c,PNQ,Smoke,8,5,1,0.05,0,12,86,3,89
FL1665,DEL,b,HYD,Smoke,6,0,1,0.11,0,25,76,4,87
FL1666,JAI,c,BLR,Smoke,8,15,15,0.07,0,25,67,3,76
FL1667,BLR,a,IXC,Rain,4,11,4,0.03,2,5,74,4,74
FL1668,BLR,c,IXC,Fog,5,11,6,0.12,0,4,90,4,71
FL1669,BOM,a,CCU,Rain,8,7,7,0.13,2,20,88,4,80
FL1670,JAI,c,BLR,Fog,7,2,0,0.25,0,28,87,3,80
FL1671,DEL,a,HYD,Fog,6,8,2,0.01,0,21,84,4,88
FL1672,AMD,c,COK,Clear Skies,17,14,12,0.03,0,28,91,4,90
FL1673,AMD,b,COK,Fog,4,12,4,0.16,0,19,84,4,78
FL1674,BLR,c,IXC,Smoke,6,13,12,0.09,0,27,96,4,82
FL1675,AMD,b,COK,Fog,6,11,4,0.21,0,8,56,4,68
FL1676,MAA,c,PNQ,Smoke,8,24,20,0.11,0,4,88,4,65
FL1677,DEL,a,HYD,Fog,6,1,2,0.09,0,9,62,3,74
FL1678,AMD,c,COK,Rain,10,7,7,0.14,4,4,57,3,65
FL1679,MAA,b,PNQ,Clear Skies,17,10,4,0.23,0,30,69,4,85
FL1680,MAA,c,PNQ,Rain,8,16,15,0.13,2,10,77,4,71
FL1681,BOM,c,CCU,Rain,11,6,5,0.07,7,18,76,3,80
FL1682,BLR,b,IXC,Fog,8,5,5,0.11,0,3,73,4,77
FL1683,DEL,c,HYD,Rain,10,13,11,0.18,2,5,96,4,77
FL1684,AMD,b,COK,Clear Skies,14,10,4,0.13,0,5,64,4,81
FL1685,MAA,c,PNQ,Smoke,6,7,5,0.18,0,6,99,4,80
FL1686,JAI,b,BLR,Rain,7,8,6,0.24,3,6,91,4,68
FL1687,BLR,c,IXC,Fog,2,9,1,0.12,0,21,86,4,84
FL1688,AMD,b,COK,Clear Skies,11,7,4,0.21,0,26,75,4,85
FL1689,MAA,b,PNQ,Smoke,4,7,2,0.15,0,29,82,4,80
FL1690,BOM,b,CCU,Rain,9,7,2,0.11,5,18,71,4,80
FL1691,DEL,c,HYD,Rain,6,15,14,0.15,4,17,97,4,74
FL1692,BLR,b,IXC,Clear Skies,9,6,2,0.08,0,22,61,4,86
FL1693,MAA,c,PNQ,Fog,4,18,20,0.14,0,20,92,4,73
FL1694,JAI,b,BLR,Smoke,7,19,20,0.04,0,19,73,3,75
FL1695,BOM,c,CCU,Fog,7,6,3,0.21,0,25,61,4,77
FL1696,JAI,a,BLR,Smoke,4,8,6,0.16,0,9,88,4,71
FL1697,BLR,c,IXC,Rain,11,25,22,0.16,5,25,65,4,64
FL1698,AMD,a,COK,Smoke,3,6,0,0.22,0,30,60,4,77
FL1699,DEL,c,HYD,Rain,5,29,16,0.08,1,9,78,3,62
FL1700,MAA,c,PNQ,Rain,5,9,2,0.22,5,14,72,4,70
FL1701,AMD,b,COK,Smoke,7,8,5,0.24,0,19,73,3,76
FL1702,JAI,c,BLR,Fog,3,7,0,0.05,0,7,63,4,78
FL1703,BOM,a,CCU,Rain,8,3,1,0.02,1,4,76,4,83
FL1704,JAI,c,BLR,Fog,4,18,11,0.24,0,2,90,4,63
FL1705,AMD,b,COK,Rain,10,3,2,0.17,2,25,81,3,83
FL1706,MAA,b,PNQ,Clear Skies,11,1,0,0.21,0,18,66,4,89
FL1707,MAA,b,PNQ,Rain,5,26,17,0.23,5,26,77,4,61
FL1708,JAI,c,BLR,Fog,7,18,24,0.2,0,11,82,4,63
FL1709,DEL,c,HYD,Fog,8,12,4,0.12,0,15,93,4,86
FL1710,AMD,b,COK,Clear Skies,15,10,5,0.21,0,18,92,4,87
FL1711,MAA,b,PNQ,Fog,6,8,5,0.21,0,17,81,4,79
FL1712,BLR,b,IXC,Smoke,2,10,2,0.14,0,25,69,4,80
FL1713,BOM,b,CCU,Fog,6,10,0,0.05,0,10,78,4,86
FL1714,JAI,b,BLR,Clear Skies,17,6,7,0.12,0,14,95,4,85
FL1715,JAI,a,BLR,Rain,6,4,2,0.07,5,19,68,4,80
FL1716,BOM,c,CCU,Clear Skies,15,12,4,0.1,0,10,99,4,86
FL1717,AMD,c,COK,Fog,5,7,1,0.04,0,19,76,4,92
FL1718,DEL,a,HYD,Smoke,5,5,1,0.15,0,7,69,3,78
FL1719,BOM,b,CCU,Smoke,5,7,7,0.12,0,15,70,4,80
FL1720,BLR,b,IXC,Smoke,3,4,1,0.24,0,5,69,3,71
FL1721,BLR,b,IXC,Rain,5,8,3,0.19,3,21,79,4,80
FL1722,DEL,b,HYD,Fog,8,2,2,0.18,0,21,62,4,84
FL1723,BLR,c,IXC,Smoke,8,8,6,0.14,0,3,81,4,74
FL1724,BLR,a,IXC,Clear Skies,17,24,20,0.11,0,10,91,4,77
FL1725,BOM,b,CCU,Smoke,5,12,4,0.23,0,22,91,4,79
FL1726,AMD,a,COK,Fog,3,12,3,0.04,0,18,91,3,82
FL1727,BLR,b,IXC,Smoke,5,12,7,0.17,0,24,62,4,75
FL1728,MAA,b,PNQ,Smoke,7,7,5,0.09,0,5,55,3,72
FL1729,BOM,c,CCU,Clear Skies,16,5,1,0.25,0,30,52,4,84
FL1730,DEL,a,HYD,Clear Skies,11,4,0,0.23,0,22,81,4,89
FL1731,BOM,b,CCU,Fog,7,5,0,0.13,0,7,93,4,83
FL1732,AMD,b,COK,Clear Skies,10,2,1,0.24,0,27,91,1,82
FL1733,BOM,c,CCU,Fog,6,10,0,0.09,0,28,67,4,89
FL1734,BLR,c,IXC,Rain,5,9,3,0.22,1,7,99,4,72
FL1735,MAA,c,PNQ,Smoke,2,3,2,0.07,0,23,85,3,80
FL1736,MAA,a,PNQ,Smoke,7,10,2,0.22,0,5,82,4,73
FL1737,AMD,b,COK,Rain,6,9,2,0.17,6,23,70,4,77
FL1738,DEL,c,HYD,Fog,8,8,1,0.23,0,29,83,4,86
FL1739,BLR,c,IXC,Rain,7,8,6,0.2,3,20,94,4,74
FL1740,JAI,b,BLR,Smoke,7,1,0,0.04,0,29,92,3,91
FL1741,DEL,c,HYD,Fog,4,9,7,0.15,0,24,98,4,79
FL1742,AMD,c,COK,Fog,6,1,1,0.11,0,22,70,4,87
FL1743,BOM,c,CCU,Smoke,6,5,0,0.12,0,28,65,3,84
FL1744,AMD,c,COK,Clear Skies,10,8,1,0.02,0,26,85,4,98
FL1745,AMD,c,COK,Clear Skies,13,22,15,0.1,0,6,79,4,71
FL1746,AMD,c,COK,Fog,6,5,4,0.17,0,9,78,3,74
FL1747,JAI,b,BLR,Clear Skies,18,12,7,0.16,0,11,70,3,77
FL1748,BLR,b,IXC,Smoke,3,7,6,0.15,0,3,79,4,68
FL1749,JAI,c,BLR,Smoke,2,27,19,0.25,0,30,83,3,61
FL1750,MAA,a,PNQ,Clear Skies,15,9,2,0.2,0,24,87,4,85
FL1751,MAA,c,PNQ,Fog,5,5,5,0.05,0,24,54,4,81
FL1752,AMD,b,COK,Smoke,7,26,25,0.06,0,26,85,4,66
